restaurant_id,best_restaurant,avg_total_score,avg_taste_score,avg_service_score,avg_mood_score,num_of_reviews,num_of_collections,category_name
gXMLXAjcMGO-yXsb4q0iqg,0,4.40794,4.36462,4.35740,4.59928,277,15,파스타
GXN89ULgRssOPOswGhOCIQ,0,4.58605,4.61628,4.51163,4.70930,86,10,와인
gxO541m0Az-RKvw5Ceb8aw,0,4.50588,4.52941,4.58824,4.51765,85,3,와인
GYOow3ZtLxamuWpDlMJTLA,0,4.76333,4.80000,4.73333,4.83333,90,13,다이닝바
GYVqYXeOB47y0SZi8BWaQQ,0,4.00000,3.00000,4.00000,5.00000,1,2,다이닝바
GYyoYEF1ZSgBNJdAdKCUzQ,0,4.56071,4.57143,4.67857,4.57143,28,2,샤브샤브
gZ-Eu3kj2Esn7LxjrsF3pQ,0,4.84607,4.85393,4.87640,4.86517,89,14,브런치
gzaafY52P10wTsGOAkZuzg,0,4.80141,4.87324,4.83099,4.76056,71,11,프랑스음식
GZq9EL0_ocj5bLZccn_2yA,0,5.00000,5.00000,5.00000,5.00000,2,0,브런치
H-4EHvxwIrB9o-cFcGd59Q,0,4.43333,4.66667,4.66667,4.00000,3,0,맥주 호프
H-DWXKPgoZiq8mc5xaGcIQ,0,4.94800,4.94000,5.00000,4.94000,50,1,이탈리아음식
H-Soiti3UVPQ8KXLEon59w,0,4.76146,4.82927,4.79512,4.79512,205,11,중식
H-W29xt812kUZ47Em0NLVA,0,5.00000,5.00000,5.00000,5.00000,17,1,요리주점
H0-OWunvMDA7zEnenPHjsQ,0,4.79322,4.88136,4.79661,4.83051,59,11,이탈리아음식
h0h0AO528taiVDjKGwYBEA,0,4.38185,4.42857,4.37838,4.47490,259,26,중식
H1Lh1Dry201vwEu8WwMY-A,0,4.82222,4.85000,4.82222,4.83889,180,4,파스타
H23ufjd_Kmzv_AThRbWkYg,0,4.89286,5.00000,4.92857,4.85714,14,3,양고기
h2tkkqT1o5N5H5QQb2NsFA,0,4.81842,4.84211,4.86842,4.80921,152,2,한우오마카세
H3cYKqrWMPdvoqQJpkgtUw,0,4.62424,4.75758,4.60606,4.63636,33,1,이탈리아음식
H45b4c-jaZCMs1gD_7iOiA,0,4.65553,4.70523,4.69517,4.62676,497,22,한우오마카세
h4HlnKxTiKHfpZcX-fLFLQ,0,4.92500,5.00000,5.00000,4.75000,4,1,한식
H4HVNO4_8KswzNR8QAEWbA,0,4.34348,4.42754,4.31159,4.38406,69,4,일식
H4jPUc9i-CV2GapwssTryw,0,3.56667,3.66667,3.00000,4.00000,3,0,맥주 호프
H4LJcWwp2zWkeZSBGnWHKg,0,4.87204,4.88710,4.94086,4.83871,186,31,스페인음식
H4QUoRQnJR9APSv_Sm6-UA,0,4.68684,4.82895,4.77632,4.56579,38,1,이탈리아음식
H51R3iqf67iNS8oagnjDIA,0,4.56933,4.59202,4.57362,4.62270,163,21,와인
H55m5koD2P_IdfWIbEyStA,0,4.62000,4.60000,4.80000,4.60000,5,0,중식
H6AkhaVLhSopaP6MjpMfiA,0,4.88889,5.00000,4.88889,4.77778,9,0,이자카야
h6oDX4skOuhA3ZlTunNbUA,0,4.71333,4.80000,4.73333,4.66667,15,1,이탈리아음식
H6x1LBzqUwMl-Vx-14wP6w,0,4.83404,4.87234,4.85106,4.78723,47,2,이자카야
H7BJrv_Hw9muoCoZLeaP5w,0,4.70158,4.77895,4.67368,4.68947,190,2,스시오마카세
h7zVGpK02dTgzQNNjelXUQ,0,4.71667,4.83333,4.83333,4.66667,6,0,스시오마카세
H81NxvC8dAiTkrrvYIt-8Q,0,2.40000,3.00000,2.00000,2.50000,2,1,양고기
h8ankXyqegK9vPmlgmMfcw,0,4.79402,4.88043,4.76630,4.79348,184,0,닭 오리요리
h8LKJEiAhsfIh1TB-rY-5g,0,4.93478,4.96196,4.96196,4.92935,184,11,다이닝바
h8y4JK-Iqk414dvI33P_Cw,0,4.50000,4.51613,4.61290,4.38710,31,1,스시오마카세
H974xSCXewNTlQrKt4MSEw,0,4.83478,4.76812,4.88406,4.91304,69,5,와인
h9cnXHA0SBi1Eo8UBJHbgw,0,4.94423,4.98077,4.94231,4.92308,52,2,일식
h9MDKC8gJTRrOC-DiN2Y_g,0,4.03333,3.88889,4.00000,4.51852,27,3,다이닝바
H9Mj4rJe59GFZLuNdPdv-A,0,4.94297,4.91406,4.97656,4.99219,128,5,스시오마카세
H9Omjgiq8tenQ6L4P0XgrA,0,4.41829,4.50000,4.42683,4.41463,82,2,육류 고기요리
hA0MWPYnftcJShhyWZzLLw,0,4.11111,4.66667,3.88889,3.88889,9,0,회 사시미
HaG52uo9ynwJqYru3T59vA,0,4.85455,4.90909,4.90909,4.90909,11,2,중식
hAGaERXmYh9dkgszj_LFqQ,0,4.52381,4.58929,4.47024,4.56548,84,0,이탈리아음식
hak-MAD5PWYJxjN0ytgwaw,0,4.74454,4.68142,4.82153,4.79499,678,44,베지테리안/비건
hAKJ2rvCX_MPgn8pgWpTsg,0,4.44375,4.62500,4.43750,4.40625,32,3,아시아음식
hax_IMo4yTtCiZFb7ar0og,0,4.60000,4.66667,4.66667,4.66667,6,2,한식
hb6xY_K3hza8PerbK9C1Ig,0,4.55571,4.54286,4.51429,4.67143,70,13,스시오마카세
HbfYXanOMnzuQm0bss7dSQ,0,4.80000,4.71429,4.71429,5.00000,7,0,맥주 호프
Hbkpav02UD9ty-Y7q6CvEg,0,4.59557,4.75098,4.72099,4.41330,767,27,스시 초밥
hblpwkHkJdAnoDUX-TjfMg,0,4.70984,4.70492,4.70492,4.78689,61,2,회 사시미
hbrhmqi6KJ7j2IDzd4cvOw,0,5.00000,5.00000,5.00000,5.00000,1,0,돈가스
hBrx5O9KbFE5NwClTR45oA,0,4.82574,4.78465,4.86634,4.89109,404,22,스시오마카세
hBVRtKADGINQgTEE07hl5A,0,4.31298,4.46644,4.26510,4.35459,447,11,돼지고기구이
hCcsseDpW42t3cyowoZjrQ,0,5.00000,5.00000,5.00000,5.00000,1,2,칵테일 위스키
HcO-WaPcKGPgdObMIR3WBQ,0,4.77419,4.80645,4.80645,4.77419,31,1,기타 오마카세
Hd9kSrZS-gjAX_0t43WJKA,0,4.80465,4.83721,4.83721,4.83721,43,2,프랑스음식
hdasfz7mNkWD3kA3KSbZgw,0,5.00000,5.00000,5.00000,5.00000,6,2,칵테일 위스키
HDAxrzgUxQX4GbFqdO354w,0,4.83000,4.90000,5.00000,4.70000,10,2,다이닝바
hdc9dEIhbw8znQUh7AAkqg,0,4.55767,4.62326,4.46977,4.72093,215,9,이탈리아음식
HdEZ1BmY1KH5ntCPdxozDA,0,4.90917,4.93578,4.96330,4.88073,109,8,스시오마카세
HDG6k-1rFkqm5rGML1OiBw,0,4.60500,4.67000,4.64000,4.60000,100,2,육류 고기요리
HDokvGry71tVuvi-SST9IQ,1,4.74308,4.76768,4.78749,4.72844,2574,50,스시오마카세
hdRmosJjXjTDJDlfDQBIKA,0,4.93333,4.92593,4.94444,4.94444,54,6,코스요리
hdyDcwh7cwla2-Qsy92vYQ,0,4.95238,5.00000,5.00000,4.95238,21,0,다이닝바
hdyqkwKSqP-AgDVrbVZBrg,0,4.77460,4.75397,4.83333,4.80159,63,11,프랑스음식
He9UvsQ9fXTtKmwc5CArCw,0,4.96667,4.88889,5.00000,5.00000,9,3,다이닝바
heBMOcSqNwQS55SXtw4nRQ,0,4.31250,4.29688,4.32813,4.39063,32,2,일식
hEGouZfHDq82lq6uKAu4oQ,0,5.00000,5.00000,5.00000,5.00000,4,0,와인
hejmLAsyEDYcxmW9ptM-YQ,0,3.65625,3.65625,3.65625,3.65625,16,1,한식
hEmuYHnutZkwggs-YqjdNQ,0,4.68519,4.73611,4.69907,4.69907,108,11,다이닝바
HeMyblRpy1_1wi6L_YLFNw,0,4.68535,4.68315,4.70147,4.76740,273,21,다이닝바
heNdjxB5njel-xSp1XFEkQ,0,4.48085,4.46809,4.57447,4.46809,47,5,한식
HEx_PfDvBmUQgsEqMta8jg,0,4.66667,4.66667,4.66667,4.66667,3,3,샤브샤브
hF1AhbRuwW7tTcTbbkOg-g,0,4.45303,4.46465,4.46717,4.56566,396,30,이자카야
Hf9SXjBa2e8qzDSgLFvsbQ,0,4.74311,4.74251,4.75449,4.79042,167,16,이탈리아음식
HfFFFwLNHBwbiUGKGwBifw,0,5.00000,5.00000,5.00000,5.00000,2,0,카페 디저트
hfgZi1KFn7Ln3dhq0HqgDA,0,4.75714,4.95238,4.61905,4.76190,21,0,피자
HFpZinCI2tCNN3toggDqtA,0,5.00000,5.00000,5.00000,5.00000,2,1,와인
hfVgzu6-q5BpUej1kbCqAw,0,4.55775,4.72093,4.51938,4.56977,258,35,일식
hFy3OxdWArYSFIzCYu3XrA,0,4.62460,4.71230,4.63294,4.60119,252,1,육류 고기요리
hG_386Rpf4QLJjfc1QANqQ,0,4.55726,4.73932,4.53419,4.54274,117,10,전통주
hg2qxZTpuhibC9KlQ1NOxQ,0,4.50364,4.67273,4.36364,4.63636,55,0,샤브샤브
HG32p3V-bKLJZiT_yHiHwA,0,4.78333,4.76190,4.85714,4.80952,42,1,야키토리
hgzCsvS8YB2UIiCw7_SsVA,0,4.80417,4.79167,4.87500,4.87500,24,3,브런치
HgznHBJjUroQH98xhLskbw,0,4.74257,4.73762,4.87129,4.73762,202,10,일식
hhGuscA9OYajj3KPgp6SSg,0,4.55500,4.65000,4.55000,4.55000,20,8,스시오마카세
HhlG77oXxG-p2Ue1oTpqow,0,4.28689,4.58361,4.22951,4.22295,305,39,바베큐
HhO9qD0W_nlpeCWvS_ttlQ,0,4.83270,4.80702,4.86762,4.85486,627,35,한식
hhuKVR7h0UE3OIBlncRVHA,0,4.64157,4.74584,4.57957,4.66271,421,18,이자카야
HHVRyBLj7AAUNCUrVpaxaA,0,4.77381,4.71429,4.90476,4.83333,42,19,중식
hI796muTSW9CfbDWE9GN6w,0,4.74857,4.74286,4.80000,4.74286,35,1,이탈리아음식
hiB-ruZ4lvc74l7Ry3qV8A,0,4.82759,4.79310,4.89655,4.82759,29,1,소고기구이
hiCiLX39SBFPKGxue7FPMg,0,4.86355,4.96729,4.92991,4.73832,214,4,요리주점
hiJEleatl5X-DR7-V9poMw,0,4.55982,4.36607,4.58036,4.82143,112,6,와인
hijp-vPNNJ3yt1_FLmvG7w,0,4.64815,4.62963,4.66667,4.72840,81,7,일식
hiSzm4JW9lvHXTVDEtPG3g,0,4.73551,4.81522,4.77174,4.72101,138,14,이탈리아음식
HiuaYn6JFcSDPKvmciaj2Q,0,4.60714,4.71429,4.35714,4.78571,14,1,다이닝바
hIwzi7IcnekFwdiDR3lIrQ,0,4.54516,4.54839,4.59140,4.60215,93,3,다이닝바
Hj5yWQ6nTezjkaLpm_OWRw,0,4.66093,4.69070,4.73721,4.62558,215,21,한식
hJE8MWZypg4PPksHZ-2N3g,0,4.37511,4.53057,4.27293,4.41266,229,14,일식
hJjVhoqSumk25NHk2IA33Q,0,4.75000,4.75000,4.75000,4.75000,4,0,바베큐
hjp3oAFpnGNr68geT6GB0w,0,4.64091,4.59091,4.67045,4.72727,88,3,다이닝바
hJR770Tl7HcSclAPUuR_pA,0,4.43943,4.47753,4.52642,4.43009,2782,12,게  랍스터
HjrQ3QM9QjYYJVv63WpDcQ,0,4.90000,5.00000,4.66667,5.00000,3,0,돼지고기구이
HjXVJcdm0hQCqf6IRT8bFw,0,4.57147,4.65315,4.56306,4.57658,666,30,한우오마카세
HJzYqllaDlNJSEL1DrPfpw,0,4.76759,4.75517,4.82414,4.78966,145,10,다이닝바
hKZzdPRPc1lvYsYGG6YzEg,0,4.59333,4.60000,4.53333,4.73333,15,1,소고기구이
HL_H5vaRAexlcZnlIghJxQ,0,4.71947,4.59735,4.77434,4.83628,113,8,다이닝바
HL59laqWkYY91w1h-B7bmg,0,5.00000,5.00000,5.00000,5.00000,1,1,돼지고기구이
HL8TIDnvLlfNUXkLKgDtHw,0,4.72364,4.69091,4.75455,4.79091,110,4,이탈리아음식
hLapxr3BJrTxclTe0lq-Mg,0,4.78016,4.80556,4.83730,4.78175,126,13,스시오마카세
Hlcmbb8dtN6ctgFfWUEfjg,0,4.67347,4.71429,4.85714,4.59184,49,3,회 사시미
hLecyf0ymbvwVXmdo78SoQ,0,4.35732,4.53049,4.34756,4.29878,82,1,소고기구이
hLLrJnW1e8R9vK-Oj7O-Ug,0,4.80925,4.84589,4.90753,4.77397,292,17,스시오마카세
HlLrs6wd6hLEG-Dkc9B2OA,0,4.82927,4.84727,4.86727,4.80364,550,43,코스요리
HLtCisdJakpFfkvVqREDkQ,0,4.76228,4.74561,4.82456,4.80702,114,8,와인
HMhqZFr2Z-uCwuKovQzT0Q,0,4.32500,4.60000,4.15000,4.35000,20,0,한식
HMIXd8N_B2Sya74i9rQDJQ,0,4.64306,4.77778,4.70833,4.55556,72,4,한식
HMNoKTM_0pSdEeLxxEf4wA,0,4.84667,4.86667,5.00000,4.86667,15,5,돼지고기구이
hmX7apMPc8H1udtbdN1IXw,0,4.80323,4.75403,4.85887,4.86694,124,11,카페 디저트
HmypOLE-iCeHWxD6i-0W2w,0,4.23103,4.28161,4.21264,4.29310,87,0,회 사시미
hnVaehXdVrhI_LW2PSFpdA,0,4.96296,4.96296,4.92593,5.00000,27,6,다이닝바
HNx17J5dVcKwXheonFJs2Q,0,4.75844,4.79462,4.77995,4.74328,409,48,스시오마카세
ho5Q5yKqcRxKXUdt-N00HQ,0,4.82830,4.84906,4.86792,4.88679,53,0,육류 고기요리
HOe9ugc1j52lf2qmR4mXlQ,0,4.48125,4.68750,4.50000,4.43750,16,5,중식
hOVLKwSOY8YZHYYHcz2nUg,0,4.74393,4.82427,4.86611,4.64435,239,18,스시 초밥
HP_p--hFyHmn6njsHY6F5A,0,4.67122,4.65827,4.71583,4.73022,139,5,스시오마카세
HP_yNosMPti-xBefmqz2bg,1,4.87490,4.88213,4.90494,4.87738,1052,177,스시오마카세
hp1vlRd_Z3AR1DzbPcKBYg,0,4.56190,4.76190,4.66667,4.47619,21,0,일식
hp51fHIT9Qm8vyStzWLz8w,0,4.94085,4.94366,4.97183,4.95775,71,4,다이닝바
HP6ZQ-6dXYETQ5iqpnm1eg,0,3.58060,3.52985,3.67910,3.64925,67,0,중식
HPOY-BbaDiFQXWcaCGfOKw,0,4.75798,4.77591,4.83473,4.76471,357,22,이탈리아음식
HpqJZ5954YcDiSjHK58EmA,0,4.18571,4.21429,4.42857,3.95238,42,0,이탈리아음식
hPt8n3Ksn0LyQgGIbMhegQ,0,4.80147,4.83824,4.83824,4.82353,136,8,파스타
HpYL5ynL9JDlwMs7dTXhZg,0,4.56364,4.38636,4.75000,4.75000,44,10,코스요리
hQ7mX_HLT4nfY9Wu6xGFzg,0,4.51667,4.75000,4.41667,4.41667,12,3,돼지고기구이
hQdw6_uaxW7W2EE0EhGSsQ,0,4.36774,4.58065,4.32258,4.41935,31,3,소고기구이
hqdWy4Hn4lCJl_EYtyqu-Q,0,4.68246,4.71188,4.71997,4.69838,741,45,스페인음식
hQDyNcUAhjN9Bi-HSuAftg,0,4.94318,4.93182,5.00000,4.88636,44,3,육류 고기요리
hQgAN51c8itxo7Py_XryzQ,0,4.82330,4.89320,4.91748,4.73786,206,5,코스요리
hqz0ld-etv7WdsuPf7TxWw,0,4.44728,4.44025,4.47188,4.52988,569,21,이탈리아음식
hr9gUX3VpK7ZMVlNet0pPQ,0,4.67444,4.73333,4.65556,4.70000,90,11,일식
HrofWGEbfRQW2BiRQnRhHQ,0,4.60870,4.73913,4.56522,4.65217,23,4,브런치
hRPxKrpTRPz0lC6Uku5BgQ,0,4.23158,4.47368,4.15789,4.15789,19,0,육류 고기요리
HRUHl4fLi8DWmUmdL5B_kQ,0,3.76000,4.00000,3.60000,4.00000,5,1,이자카야
hrWPEJO1JSI3NkY0tOnMag,0,4.73896,4.78762,4.72573,4.78398,824,48,와인
hRwyoZJvUyx595zAdHqi8w,0,4.35899,4.50000,4.33146,4.37079,178,7,요리주점
hRxwjyEWvb7TG7DKlQGSUg,0,4.83200,4.80000,4.89333,4.89333,75,5,돼지고기오마카세
HRzfUP7OTBONWikf6hlLHA,0,4.94545,4.90909,4.90909,5.00000,11,0,바베큐
hrzZ79Rzbb7EgM7qrgkN1Q,0,4.92536,4.92754,4.95652,4.95652,138,14,스시오마카세
hSLqqAbV_mOuqlskiescag,0,4.88014,4.88652,4.91489,4.87234,141,6,스시오마카세
HSM-oFbgrVQtcG0Krf6IeA,0,4.88125,4.95833,4.95833,4.81250,48,2,와인
hSPHvyw5b2DtXF80xt2QHQ,0,4.74118,4.88235,4.76471,4.70588,17,0,이탈리아음식
hstmDexZ4o7lM57Ovza8Iw,0,4.00000,4.00000,4.00000,4.00000,3,2,한식
ht9mttdPwwIZpeSB3hehsQ,0,5.00000,5.00000,5.00000,5.00000,15,2,이탈리아음식
hTAQBHMm_wOr8m1KLpYYXg,0,4.58378,4.69820,4.64414,4.51802,111,9,스테이크 립
HtJ_l-sGgAcz7FkNc06MUA,0,4.61069,4.62595,4.56489,4.74046,131,8,다이닝바
hTSurt2KhYq86GwQyzFUmQ,0,4.47544,4.57967,4.48008,4.45021,1205,21,일식
HtUf0-hdkmaRUhCHBeEF1g,0,4.17411,4.28610,4.17711,4.21526,367,11,중식
HTv1MyyCuXYh4SzLD-TBlw,0,4.94000,4.90000,5.00000,4.90000,10,2,와인
HtzPkdEuKOfJX3Nw1mjCkA,0,4.73224,4.76974,4.70395,4.78947,152,5,야키토리
Hu-hBF0OskVnVFjTucGqRA,0,4.71667,4.83333,4.66667,4.66667,6,2,한식
hU1oajLlKkZ1wZGbFaSPgQ,0,4.70778,4.77222,4.69815,4.73148,270,4,이자카야
hUhT_ge7dBgNszAAYgt7Qg,0,4.85000,4.87500,4.87500,4.87500,8,2,브런치
HUJ8ynpBDaY3Pd-jpJCqkA,0,4.90538,4.91538,4.94615,4.87692,130,4,돼지고기오마카세
HuJ9Yr_7gDG7hsjtMW7zLw,0,4.43837,4.56589,4.36822,4.46899,258,11,해물 생선요리
huJErwiFiI7v5z8185Ursw,0,4.63077,4.66397,4.65587,4.63968,247,10,중식
huT9GChuDyIedZaSfWVyRA,0,3.97857,4.07143,4.07143,3.92857,14,0,요리주점
HVHs0NEoClqv7hQCHyTfaw,0,4.81068,4.83576,4.86650,4.79045,618,26,스시오마카세
HviSn9sFoSkMcx_IRc2r9w,0,4.49583,4.50000,4.66667,4.54167,24,1,야키토리
hVTHeTY3_9jrQNWCPT_lOA,0,4.82632,4.89474,4.89474,4.84211,19,1,파스타
hw0wsq9aDqYZmdcqJ4G9-g,0,4.67071,4.65714,4.74286,4.72143,140,6,와인
HW2Do2gDQQ9W1v8p46UCbg,0,4.88276,4.89655,4.87931,4.89655,58,4,소고기구이
hWahkYV7A283YK4VzA6xQA,0,4.17308,4.14744,4.12179,4.37821,78,4,소고기구이
HWDnij6awG0Z8AObqmqMJA,0,4.21724,4.48276,4.10345,4.20690,29,1,해물 생선요리
HWg-xZHHukIR2lHcPGyY3g,0,4.58718,4.82051,4.58974,4.48718,39,9,이자카야
hwik5GGxhbTtD7GDENbl4g,0,4.80435,4.78261,4.86957,4.82609,23,1,한식
HWX6aACDpI2qLpWjve0KZw,0,5.00000,5.00000,5.00000,5.00000,2,1,회 사시미
hXbkhhqXQg87wbVN3YvJ7w,0,4.48467,4.54745,4.43066,4.52555,137,4,야키토리
HxekiJvyMmzhx0D1Z6czzQ,0,4.84284,4.86071,4.85808,4.84888,761,13,스시오마카세
hXEZ16Rgq_8TTPOlSZFdmw,0,4.28985,4.38558,4.25907,4.30258,1241,42,스테이크 립
HY_3XaK0txNE-YUqwSMO2Q,0,5.00000,5.00000,5.00000,5.00000,3,1,칵테일 위스키
HY9_gO7Ebps6qC3E_YxuUA,0,4.73360,4.78400,4.77600,4.70400,125,4,피자
hYlvdRpdR7ALmSXG2O7m9g,0,4.55517,4.65948,4.57328,4.57328,232,0,일식
hYmW0ufGxD26x5UC1-50yA,0,4.61667,4.66176,4.62255,4.64216,102,2,스시오마카세
HYnTvmpQyWRQoZ5jNoUuKA,1,4.79242,4.80596,4.79053,4.83474,1425,64,스시오마카세
hZanJ1X94AGxk_kTbCDavw,0,4.30000,5.00000,4.00000,4.00000,1,0,한식
hZBm4gAZS47W-quOc1gvQw,0,4.88000,4.80000,5.00000,4.90000,10,2,멕시코음식
HzpSdHNW8aYVSsP4dIWCMQ,0,4.70833,4.79167,4.65278,4.77778,72,14,유러피안음식
hZyIxJKcHZo9v9EgWgC8lw,0,5.00000,5.00000,5.00000,5.00000,3,0,일식
hzZrntQEBNdPiyngHOcvEw,1,4.86629,4.86646,4.87458,4.89047,2958,125,와인
i_XhytCuPurHpzI2uRY_eg,0,4.42727,4.54545,4.72727,4.09091,11,1,닭 오리요리
i_ZCncDMVu7oo0m-1CfpwA,0,4.72222,4.75000,4.73611,4.81944,72,1,이자카야
i-d-Gp8T3Zou4Pjh0jjD6A,0,5.00000,5.00000,5.00000,5.00000,5,5,다이닝바
I-RGay-KLFTjGV6S7UYySg,0,4.30000,5.00000,5.00000,4.00000,1,0,이자카야
I08ldUvqvixsL-qHxJ4vLg,0,4.71064,4.78723,4.73404,4.68085,94,5,양고기
I0BHE7-sOderegRFvMTkYA,0,4.38293,4.39837,4.42276,4.43089,123,6,이탈리아음식
i0Vyj_q8omozC-WHI9smGA,0,4.90000,5.00000,5.00000,5.00000,2,0,돼지고기구이
i0YOXXtvREFXg0KtCdn9yQ,0,4.75965,4.78201,4.77795,4.77795,984,82,퓨전음식
i1-OlSooadBk-h5NxrcMUg,0,4.64626,4.76871,4.70068,4.65986,147,6,해물 생선요리
i1eTKJ9LTDcg78_Xi_F_BQ,0,4.23448,4.48276,4.12069,4.34483,58,1,이탈리아음식
i1p0kfnuJtAyRaO9NfCKhw,0,4.60224,4.77612,4.53731,4.57463,134,6,한우오마카세
i1pUhgQHDYCv81_KywvRUA,0,4.31387,4.35838,4.30058,4.39884,173,10,프랑스음식
I1qAT2ymWGblGnpS36N_JQ,0,4.33448,4.50690,4.18966,4.43103,145,2,일식
I1vOXk55gTLOzYf51OzAgg,0,4.88421,4.89474,4.89474,4.89474,19,2,스페인음식
I1zgDmLDUr3HgBimRfNPVw,0,4.30000,5.00000,4.00000,4.00000,1,0,육류 고기요리
i2iRkr5gmtgjZ-KLoYXtpQ,0,4.82647,4.85294,4.82353,4.82353,34,3,다이닝바
i2Iyu3AI5pBFe8oIwv3vYw,0,4.83799,4.84498,4.87842,4.84802,329,37,다이닝바
I34EKCrtH7TKTApgXN5Lmw,0,4.88103,4.82759,4.94828,4.96552,58,21,스시오마카세
i3aXeArdRz2seysIrYbJcw,0,4.69143,4.78934,4.73689,4.65822,1144,28,스테이크 립
i3ed949noo8-IQGq7ZIZpA,0,4.73729,4.88208,4.82938,4.58103,1518,35,돼지고기구이
i3fTMZLnp9G-T0XHahlJeA,0,4.21667,4.16667,4.00000,4.83333,6,0,중식
i3p8I09tKz9IBDRldeeqAw,0,4.96774,5.00000,5.00000,4.96774,31,7,코스요리
i4e8Coq2hw4tLfospF3lEA,0,4.50000,4.40000,4.60000,4.60000,5,3,와인
i4ISB7dJPL-BZ0s0XDwDfg,0,4.76071,4.76190,4.79762,4.79762,84,10,브런치
i4VxJAUqwcvoVTCaHOfQtg,0,4.26875,4.39375,4.13125,4.38125,80,2,소고기구이
i5AzLwUzWWTh-nXpTAmDvw,0,5.00000,5.00000,5.00000,5.00000,1,1,한식
i5DepdaXJoIedda15rpuhQ,0,4.34348,4.43478,4.39130,4.34783,23,1,인도음식
I5loz9P9IAdwBlPbTuZDpw,0,4.88606,4.90000,4.93333,4.87879,330,38,다이닝바
i5Sat7uspZWYgtjuXKi5tw,0,4.66757,4.68761,4.65874,4.76401,589,39,한우오마카세
i6aZM_Nulb5g9UFQDIxL3A,0,4.92500,5.00000,5.00000,5.00000,8,0,소고기구이
I6ELr_nzH9WSEOCOBq1vDA,0,5.00000,5.00000,5.00000,5.00000,2,0,와인
I7bzmYfg-ORtIHdaPzgrDA,0,4.82000,4.80000,4.92000,4.80000,25,4,와인
I7KaU3CzaLHsP0V0uJEudA,0,4.72381,4.80952,4.66667,4.76190,21,2,일식
I7ZbuEBPyewWYgWvYwIwqQ,0,2.30000,1.00000,3.00000,3.00000,1,0,이자카야
i80FufjQNYIhCscYvshLuQ,0,5.00000,5.00000,5.00000,5.00000,3,0,돼지고기구이
I8VkrpetLCi_z7M9hrVTgg,0,4.50000,4.57143,4.14286,4.85714,7,1,와인
i9W5Ksco1EibFFLOHWSxgw,0,4.72261,4.67337,4.74372,4.83417,199,25,소고기구이
IA3v8pdAFKX9w0tSJjoxVA,0,4.71316,4.71053,4.76316,4.68421,38,6,스시오마카세
iA5KlZ87ND7u_mjAEZxQXg,0,4.92143,4.92347,4.95408,4.92857,196,20,스시오마카세
Ia8_VSf1ECXXw-CoHx3Yqw,0,4.62222,4.55556,4.61111,4.75000,36,4,다이닝바
iAe-IzrUkEA1NGkaRNO9CQ,0,4.82784,4.85635,4.85189,4.82962,449,9,한우오마카세
iAIzkBUHiTfr-wyCCL35LQ,0,5.00000,5.00000,5.00000,5.00000,2,1,육류 고기요리
iaM1jz-zeweMPtIMS7hHIQ,0,5.00000,5.00000,5.00000,5.00000,6,2,소고기구이
IAMhotYTwPRO6K-tEtIKqQ,0,4.73333,5.00000,4.66667,5.00000,3,0,한식
IAnl4lYZU8_YOnXRVW9xpA,0,4.78193,4.80723,4.81928,4.77108,83,8,파스타
IaPXixWRIgPv0K9ODnUDHg,0,4.90455,5.00000,4.86364,4.86364,22,0,이자카야
IaXB7EiVXADz6dgFdanZfg,0,4.89304,4.86076,4.94937,4.90506,158,1,한우오마카세
IB06bdOpf7vUeCaf0MYDXA,0,4.85000,5.00000,5.00000,4.75000,4,1,파스타
Ib4x3I4M5nQwRfTKbYvvww,0,4.45385,4.53846,4.46154,4.46154,13,1,코스요리
IBF3t_a8jUdOF8i_2dsiDw,0,4.42857,4.42857,4.42857,4.42857,7,1,양고기
Ibi53fK0dkFC2yRAFabG9A,0,4.83571,4.84524,4.86905,4.79762,42,2,소고기구이
Ibpmx_nZrHCBl1Zd6XIvzw,0,4.79474,4.78947,4.84211,4.84211,19,0,곱창 막창
ibsO9Ot2YoDIIOjAgGePJg,0,4.23841,3.96341,4.32927,4.54268,164,6,다이닝바
IBX0swSQlOjaLmIAJD1gEA,0,4.90581,4.91860,4.90698,4.90698,86,3,이자카야
ibX67vcFDmSbnG8kxV00-Q,0,4.43707,4.55603,4.53879,4.35776,116,8,게  랍스터
IBXJaX9iCH2Sna13yRPYcA,0,4.63529,4.64706,4.70588,4.58824,17,0,소고기구이
iBzmAvJno6hAvKMOFVicMQ,0,4.98182,5.00000,5.00000,4.95455,66,1,와인
ic0rgTyPGWGBBnAy0itQqQ,0,4.56904,4.69710,4.48552,4.65033,449,7,이자카야
iC65_X9nkXs9I3n53Jj0DA,0,4.49494,4.66139,4.50316,4.43354,158,12,중식
ICCWnFZhM1FvO6nkjW2w3g,0,4.92195,4.92683,4.95122,4.97561,41,6,와인
iCeL_HGHeFjB4xM6M5oYVA,0,4.40154,4.32308,4.53846,4.46154,65,0,뷔페
icKdWQw945milwuQG6v5vg,0,4.02778,4.22222,4.05556,3.88889,18,1,닭 오리요리
iCLvbhYQln2wwAe2e05Kwg,0,4.75556,4.77778,4.88889,4.66667,9,0,멕시코음식
icqgp2j1PufYPhwcIQojDQ,0,4.82653,4.86224,4.88265,4.87755,196,8,태국음식
IcUzyvCntqeFBcmUecIlPw,0,3.74286,4.14286,3.14286,4.00000,7,0,육류 고기요리
